Country,Year,Oil_Electricity,Gas_Electricity,Coal_Electricity
Other Asia Pacific,2015,65.10286500674609,184.8495759303024,88.33472691297032
Total Asia Pacific,2015,252.77672579773636,1379.866752593685,6276.952824615291
Canada,2016,4.633333333333333,63.02795698924731,62.26129032258064
Mexico,2016,33.52271,192.8276521790855,34.44943
US,2016,26.026673118279568,1483.087012903226,1346.1893397849462
Total North America,2016,64.18271645161289,1738.9426220715588,1442.9000601075268
Argentina,2016,20.722624657534244,84.28144836156335,1.9303068493150688
Brazil,2016,14.60078315224221,56.48488883728975,25.6728576125476
Other S. & Cent. America,2016,103.89439286840224,120.18201164925225,49.689566681016025
Total S. & Cent. America,2016,139.21780067817866,260.9483488481054,77.29273114287868
France,2016,2.6913509519103176,38.00187544097368,7.751090741501716
Germany,2016,5.719408915117551,80.6168666980243,261.74513071
Italy,2016,12.4731,126.148,38.44
Netherlands,2016,1.255923,52.53119,39.544496
Poland,2016,2.302,7.831,132.933
Spain,2016,16.763163820000003,52.830660254567086,37.38211646
Turkey,2016,1.9263,89.22710000000001,92.2731
Ukraine,2016,1.6145,9.831,61.28799999999999
United Kingdom,2016,1.8903489820115496,143.129117686903,30.668596979785317
Other Europe,2016,19.3355723816985,116.07920683210628,221.93966558885057
Total Europe,2016,65.97166805073793,716.2260169125742,923.9651964801376
Kazakhstan,2016,2.73514682901956,20.76185458116481,59.15937278981564
Russian Federation,2016,10.968449007054604,521.8093609129293,171.45001851900645
Other CIS,2016,3.6967934760324392,133.32491371574838,4.031035034246576
Total CIS,2016,17.400389312106604,675.8961292098425,234.64042634306867
Iran,2016,38.26096643009651,225.314987416898,0.488
Saudi Arabia,2016,169.05218540744167,188.5615935925584,0.0
United Arab Emirates,2016,0.0034,129.29358617812653,0.0
Other Middle East,2016,120.55545096162788,240.45998003837207,24.2052
Total Middle East,2016,327.8720027991661,783.6301472259549,24.6932
Egypt,2016,33.88964170079171,138.47365399813302,0.0
South Africa,2016,0.029,0.0,226.287508
Other Africa,2016,47.47983091151999,164.68524824835026,26.984258859623655
Total Africa,2016,81.39847261231165,303.15890224648325,253.27176685962365
Australia,2016,5.718234748241869,48.11049892356512,162.3565069246641
China,2016,10.367,188.2802,4156.350123
India,2016,9.304666668852974,72.623985775791,1073.604177665619
Indonesia,2016,20.79903,61.7888,135.38033
Japan,2016,92.18604086021506,434.63889049181154,321.0184814232122
Malaysia,2016,1.184,65.234,69.153
South Korea,2016,16.99565435712349,128.0385989529333,230.96044679116983
Taiwan,2016,11.891291506,83.303610745,121.227607147
Thailand,2016,0.491497049,126.14959041711,37.1071562612
Vietnam,2016,1.182,45.365,68.351
Other Asia Pacific,2016,72.91851564096042,191.3044057150788,102.80619487269946
Total Asia Pacific,2016,243.0379308303938,1444.8375810212897,6478.315024085565
Canada,2017,3.756989247311828,58.83440860215053,60.126881720430106
Mexico,2017,38.86507999999999,197.699119668766,30.86101
US,2017,22.99994086021505,1395.3790623655914,1310.0045623655913
Total North America,2017,65.62201010752686,1651.9125906365075,1400.992454086021
Argentina,2017,12.046539,91.20897899590874,2.01297
Brazil,2017,15.204186702223568,65.59331591716993,22.85241105680046
Other S. & Cent. America,2017,86.96815259095251,100.60623511540427,41.94458642903081
Total S. & Cent. America,2017,114.2188782931761,257.40853002848297,66.80996748583127
France,2017,3.076570660549105,43.39025517808911,10.29059841631942
Germany,2017,5.476071070998755,86.04129599485206,241.22901880999996
Italy,2017,12.467300000000002,140.3493,35.1287
Netherlands,2017,1.165177,57.733422,34.125316
Poland,2017,2.021,10.035,133.438657
Spain,2017,15.766005,64.037,46.349
Turkey,2017,1.1999000000000002,110.49,97.4763
Ukraine,2017,1.3135,7.3805,49.32528972
United Kingdom,2017,1.6144999999999998,136.7459,22.5304
Other Europe,2017,18.47220999658464,131.36179041636566,219.69725208788884
Total Europe,2017,62.57223372813252,787.564463589307,889.5905320342083
Kazakhstan,2017,1.0575260147351548,23.88404990306117,66.5416417822037
Russian Federation,2017,6.946062042882166,516.2742027123048,174.01381216664652
Other CIS,2017,2.038725994832041,135.14354900516796,4.16372425
Total CIS,2017,10.04231405244936,675.3018016205341,244.7191781988502
Iran,2017,27.358393594085392,252.4992468485376,0.688508
Saudi Arabia,2017,172.1880458582844,222.73406014171564,0.0
United Arab Emirates,2017,0.00331,133.8202805880155,0.0
Other Middle East,2017,130.1550513360465,251.93075166395343,22.0759
Total Middle East,2017,329.70480078841626,860.9843392422224,22.764408
Egypt,2017,25.78234044107765,151.928702569675,0.0
South Africa,2017,0.118,0.0,224.218636
Other Africa,2017,47.53266881534206,175.50756568013296,28.93501612704301
Total Africa,2017,73.43300925641972,327.4362682498079,253.15365212704305
Australia,2017,5.272836310818971,55.08777152382592,159.16867308534594
China,2017,9.868982,203.2,4430.028312789474
India,2017,8.624189928896975,74.99149550809706,1115.2365985555389
Indonesia,2017,18.84849,55.83077000000001,147.96445000000003
Japan,2017,53.69832585471658,438.0958985301236,343.07718491426886
Malaysia,2017,1.695,62.131,68.866
South Korea,2017,10.034939971985462,134.27079058917704,256.19101689795457
Taiwan,2017,12.716751925,91.441694276,127.953327769
Thailand,2017,0.330299466,121.04416313699998,35.732450111
Vietnam,2017,0.15,40.347,67.714
Other Asia Pacific,2017,73.75295895764341,202.47442446180412,116.276704911514
Total Asia Pacific,2017,194.9927744150614,1478.9150080260276,6868.208719034095
Canada,2018,3.835483870967742,67.48602150537634,50.58064516129032
Mexico,2018,35.70006,215.76706925978868,29.03443
US,2018,27.124331182795697,1582.6269150537632,1250.483965591398
Total North America,2018,66.65987505376344,1865.8800058189283,1330.099040752688
Argentina,2018,7.02601,95.3457817184128,2.030864
Brazil,2018,12.151771699957637,54.62173553286389,20.80198203629213
Other S. & Cent. America,2018,79.40389023159598,97.52006030849904,43.75902068602838
Total S. & Cent. America,2018,98.5816719315536,247.4875775597758,66.5918667223205
France,2018,1.943175976820372,33.46580848968418,6.15339059326451
Germany,2018,5.093027905057704,81.56329869684495,228.15544600000004
Italy,2018,11.674,128.5376,30.9901
Netherlands,2018,1.323147,57.630056,30.386626
Poland,2018,1.8,12.634,133.007579
Spain,2018,14.498979530000002,58.00200147,38.71629685
Turkey,2018,0.3291,92.4828,113.2486
Ukraine,2018,1.221,10.5705,49.060099999999984
United Kingdom,2018,1.5732,131.48970000000003,16.831500000000005
Other Europe,2018,17.763005488993546,126.44285078644094,207.95995890700004
Total Europe,2018,57.218635900871625,732.81861544297,854.5095973502645
Kazakhstan,2018,1.0234640631878218,23.55435376841699,71.78564686839518
Russian Federation,2018,7.948117024089138,523.722463741208,176.60786159941142
Other CIS,2018,0.862429,147.95595300000002,4.7705332500000015
Total CIS,2018,9.83401008727696,695.232770509625,253.16404171780655
Iran,2018,27.698172867560174,266.29063308325954,0.641561
Saudi Arabia,2018,147.9334840908315,226.6848197514593,0.0
United Arab Emirates,2018,0.00322,134.81295821046095,0.0
Other Middle East,2018,127.99826014767442,274.2918780523256,20.6429
Total Middle East,2018,303.63313710606616,902.0802890975056,21.284461
Egypt,2018,15.750089621691416,167.18478672239462,0.0
South Africa,2018,1.202,0.0,226.446666
Other Africa,2018,46.96340890050377,176.2252065753918,33.76447418520501
Total Africa,2018,63.91549852219517,343.4099932977865,260.211140185205
Australia,2018,4.901193668162214,51.464721987500496,156.55554483019833
China,2018,10.861873,215.5,4763.917255000001
India,2018,6.197143454572963,71.25670685097678,1198.860850358686
Indonesia,2018,17.945240000000002,57.44745,160.01287
Japan,2018,49.10711421177684,419.1512779691117,339.24442382355056
Malaysia,2018,0.929,64.053,77.286
South Korea,2018,10.759888961208969,162.28579997837622,253.59182771455897
Taiwan,2018,8.171444649,92.408983522,131.26297631699998
Thailand,2018,0.177198575,116.265176074,35.796423680000004
Vietnam,2018,0.751,40.701,91.654
Other Asia Pacific,2018,55.14551888723803,222.5619205607862,135.33016412758815
Total Asia Pacific,2018,164.94661540695895,1513.0960369427517,7343.512335851583
Canada,2019,3.2623655913978493,69.66989247311828,47.88602150537634
Mexico,2019,34.79453,208.4072105914584,32.681850000000004
US,2019,19.721229032258066,1708.0998279569892,1051.1267806451613
Total North America,2019,57.77812462365591,1986.176931021566,1131.6946521505376
Argentina,2019,3.424665,91.3110142551714,1.167132
Brazil,2019,11.33587202412081,65.95794453219106,21.677107821821288
Other S. & Cent. America,2019,79.68456189061229,95.3918876390406,49.40578728062361
Total S. & Cent. America,2019,94.44509891473312,252.66084642640303,72.25002710244492
France,2019,2.068415281851685,41.694897523641856,1.6329594330408042
Germany,2019,4.774889912510967,89.998575,171.44949
Italy,2019,11.822400000000002,141.687,21.291300000000003
Netherlands,2019,1.422723,70.71936900000001,20.049871
Poland,2019,1.7690150000000002,14.797395000000002,120.45150900000002
Spain,2019,12.294070090000002,83.16327629,14.12822737
Turkey,2019,0.33600401901,57.28820093937589,112.89412366644
Ukraine,2019,0.467,11.927,45.5293
United Kingdom,2019,1.9878,133.0886,6.9152
Other Europe,2019,17.545670515156573,135.89723893768092,175.3491471727316
Total Europe,2019,54.48798781852923,780.2615526906986,689.6911276422125
Kazakhstan,2019,0.8687530011822162,23.462691390584578,71.05473640823321
Russian Federation,2019,8.525889264578352,512.3289922400077,187.5464776439321
Other CIS,2019,1.1720609657122365,148.08587896887124,4.9077922239530585
Total CIS,2019,10.566703231472804,683.8775625994637,263.5090062761183
Iran,2019,32.04356864438823,244.5088694758304,0.8137690000000001
Saudi Arabia,2019,154.7884164221597,223.53547535866295,0.0
United Arab Emirates,2019,0.0030499999999999,134.79520785644087,0.0
Other Middle East,2019,132.06850963628168,291.20189243123554,21.9324
Total Middle East,2019,318.90354470282966,894.0414451221698,22.746169
Egypt,2019,8.219240867699808,171.7955387021927,0.0
South Africa,2019,1.328,0.0,220.23186
Other Africa,2019,45.71071519157611,187.55942450966285,38.29145312692752
Total Africa,2019,55.25795605927589,359.35496321185553,258.52331312692746
Australia,2019,4.727208425983439,55.71058498626213,149.84061117562015
China,2019,10.528831,232.5,4855.192995
India,2019,2.8763306221872407,71.94891137660096,1198.760420022964
Indonesia,2019,10.582,62.319,174.493
Japan,2019,35.37407766564571,391.9210833822573,329.7206699413516
Malaysia,2019,1.01,72.28,76.411
South Korea,2019,8.083548116747323,154.38748683848067,241.0804812748325
Taiwan,2019,5.849599068,91.145472419,126.407505452
Thailand,2019,1.1248018300000002,121.840620661,35.825220458
Vietnam,2019,2.213,42.507,120.157
Other Asia Pacific,2019,45.31477837094696,233.3538651764224,151.2040570696777
Total Asia Pacific,2019,127.68417509951068,1529.9140248400238,7459.092960394448
Canada,2020,4.448251612903225,73.15824838709678,38.65456666666667
Mexico,2020,20.645958298576684,205.586527640467,18.95096565909397
US,2020,18.64625268817204,1749.2361720430106,844.3133064516128
Total North America,2020,43.74046259965195,2027.9809480705744,901.9188387773736
Argentina,2020,7.061549896999999,88.71764924729335,1.640872173
Brazil,2020,12.02597229065925,59.48046013014663,17.745773756998666
Other S. & Cent. America,2020,71.08742232114568,92.15729450760456,50.14365427147639
Total S. & Cent. America,2020,90.17494450880494,240.3554038850445,69.53030020147507
France,2020,1.7210243996446313,37.00202459235957,1.398332324711263
Germany,2020,4.711144377467353,94.99696732662252,134.586795
Italy,2020,11.4399,133.6828,15.0761
Netherlands,2020,1.351299,72.524079,10.102059
Poland,2020,1.7499870000000002,17.287546000000003,109.370082
Spain,2020,10.703578599999998,69.7394462359748,6.14963734
Turkey,2020,0.322660145717,70.93133310408813,105.81200408666898
Ukraine,2020,0.252,14.1948,40.1991969
United Kingdom,2020,1.5511,112.6503,5.491000000000001
Other Europe,2020,15.593074237489926,143.34229697266971,143.31015412991695
Total Europe,2020,49.395767760318925,766.3515932317147,571.4953607812973
Kazakhstan,2020,0.8943359116464771,26.624102261586334,69.1776646267672
Russian Federation,2020,7.442620417188021,465.8784641579455,174.9559633116395
Other CIS,2020,2.7291182840546524,150.1576469909557,7.578335634246573
Total CIS,2020,11.066074612889151,642.6602134104875,251.71196357265325
Iran,2020,36.917280632965856,268.23439928506696,0.799815
Saudi Arabia,2020,148.41026236527512,232.270717313616,0.0
United Arab Emirates,2020,0.00309,129.76580227683334,0.729221
Other Middle East,2020,127.31691612450815,291.51024096630107,19.0086
Total Middle East,2020,312.6475491227491,921.7811598418176,20.537636
Egypt,2020,4.765632252890734,169.25621183313078,0.0
South Africa,2020,1.457,0.0,209.3183
Other Africa,2020,38.29096335479798,187.24110431477632,36.52432444881239
Total Africa,2020,44.51359560768871,356.4973161479071,245.8426244488124
Australia,2020,4.505414,53.053288,142.93494811153047
China,2020,11.469565,252.5,4921.957555000001
India,2020,2.4863000000000004,74.79447,1143.77784
Indonesia,2020,6.764,51.276,180.869
Japan,2020,23.57065166088532,381.32458546134905,316.8918625164769
Malaysia,2020,0.846,53.691,88.875
South Korea,2020,7.145562171704631,160.79470221341933,204.87880789536572
Taiwan,2020,4.419639741999999,99.887263087,125.914413245
Thailand,2020,0.721561,113.859153366,36.823168077000005
Vietnam,2020,1.043,34.66,122.533
Other Asia Pacific,2020,41.451278396200095,227.58794053812545,151.08658771354038
Total Asia Pacific,2020,104.42297197079006,1503.4284026658936,7436.542182558916
Canada,2021,4.035052688172043,79.87268387096775,34.437665591397845
Mexico,2021,31.5036888107524,191.26277856740705,13.2338479735353
US,2021,20.61635483870968,1698.0537494623654,977.845158064516
Total North America,2021,56.15509633763412,1969.18921190074,1025.516671629449
Argentina,2021,13.093448062,89.93094444231008,2.379550841
Brazil,2021,20.24575134015844,86.95726712959944,24.236013955935704
Other S. & Cent. America,2021,68.08461454498995,104.89218856910011,46.16026638135731
Total S. & Cent. America,2021,101.42381394714836,281.78040014100964,72.775831178293
France,2021,2.0322064057299656,35.189258288692564,4.064412811459931
Germany,2021,4.553386166972679,90.31240786880164,164.652332
Italy,2021,9.285996514675055,143.9979,15.9688
Netherlands,2021,1.3437940000000002,56.69059,17.364037
Poland,2021,2.004549,15.823706,129.810213
Spain,2021,10.04435644,71.50221225,6.013934959999999
Turkey,2021,0.281488180299,111.180755000058,103.38207933966927
Ukraine,2021,0.7543992410336791,10.32082723574211,36.58456053291194
United Kingdom,2021,1.9886,123.1286,6.5143
Other Europe,2021,17.85214927202695,141.44779076128003,147.00751601170117
Total Europe,2021,50.14092522073732,799.5940474045742,631.3621856557423
Kazakhstan,2021,3.748078632951698,30.761374872519703,67.98299059452862
Russian Federation,2021,8.519969007169193,513.4127423693902,187.1413305649986
Other CIS,2021,3.751081311418549,155.7861669219148,8.65906845054645
Total CIS,2021,16.01912895153944,699.9602841638247,263.7833896100737
Iran,2021,34.28906861817711,302.1826184429666,0.839874
Saudi Arabia,2021,156.143059993109,235.96441840957368,0.0
United Arab Emirates,2021,0.00277,129.2351199146667,3.013993
Other Middle East,2021,129.8623046043032,297.972250029346,17.174200000000003
Total Middle East,2021,320.2972032155893,965.354406796553,21.028067
Egypt,2021,9.480298203437966,175.78771452774484,0.0
South Africa,2021,3.2,0.0,206.1593
Other Africa,2021,40.487397277385895,200.09184288464428,37.4369094354924
Total Africa,2021,53.167695480823895,375.8795574123892,243.5962094354924
Australia,2021,4.707499,47.631014,137.39818317288405
China,2021,11.406793,287.1,5333.866927000001
India,2021,2.30568,60.40166000000001,1255.55688
Indonesia,2021,6.648000000000001,56.265,189.684
Japan,2021,29.039283206734567,358.2788804716702,323.4345327427085
Malaysia,2021,1.140395050633242,60.96415069961854,79.3817717361155
South Korea,2021,8.926921590466904,178.67097296051352,209.89649854565693
Taiwan,2021,5.331132907,108.358800435,128.846301504
Thailand,2021,0.7163720000000001,113.11285948500002,36.064624767000005
Vietnam,2021,0.002,26.311,118.031
Other Asia Pacific,2021,50.81119561297594,233.56728364233643,156.4081661120505
Total Asia Pacific,2021,121.03527236781063,1530.6616216941388,7968.568885580417
Canada,2022,5.245301075268817,84.68688172043011,26.23369032258064
Mexico,2022,32.665235091889386,192.14370854029005,21.36240133004281
US,2022,24.657249462365588,1814.0502322580644,906.7031204301076
Total North America,2022,62.56778562952379,2090.8808225187845,954.299212082731
Argentina,2022,16.118075564999998,76.64923770549922,2.34515674
Brazil,2022,10.139352796247294,42.11019802939957,14.19895705546942
Other S. & Cent. America,2022,68.53337039892197,114.36926183776484,37.04456912148879
Total S. & Cent. America,2022,94.79079876016928,233.12869757266367,53.58868291695822
France,2022,2.354297616013747,47.08595232027493,3.10339231201812
Germany,2022,5.720325962843889,79.05388525019563,179.95120799909384
Italy,2022,12.8325,141.4453,24.2209
Netherlands,2022,1.595188,47.749073,17.399878
Poland,2022,2.352608,11.354846,126.654648
Spain,2022,10.58926587,85.97490325999999,8.69633435
Turkey,2022,0.392888739,75.05865277771,113.71945394
Ukraine,2022,0.5250927028906196,7.183717552336464,24.31274785451715
United Kingdom,2022,2.2107,124.9787,5.5762
Other Europe,2022,19.50596714701435,129.8204329577034,155.1185009483876
Total Europe,2022,58.07883403776261,749.7054631182202,658.7532634040167
Kazakhstan,2022,2.435140313615108,32.71987385550429,65.00971433088063
Russian Federation,2022,6.975041278814412,527.148675766644,198.61365489609955
Other CIS,2022,2.287428248368581,163.1091400736954,8.512890350546447
Total CIS,2022,11.6976098407981,722.9776896958438,272.13625957752663
Iran,2022,30.205720835460056,313.4242436465693,0.907283378601695
Saudi Arabia,2022,152.9968750446626,245.9833656363645,0.0
United Arab Emirates,2022,0.00277,125.46459453798688,0.0
Other Middle East,2022,124.73161404405916,306.910913996024,17.723499999999998
Total Middle East,2022,307.9369799241818,991.7831178169448,18.63078337860169
Egypt,2022,16.243610352143694,176.27981605108215,0.0
South Africa,2022,3.6,0.0,197.1793
Other Africa,2022,43.963855724519085,203.25921491426024,40.25704021617025
Total Africa,2022,63.80746607666277,379.5390309653424,237.4363402161703
Australia,2022,4.739525,50.818403,129.208153
China,2022,11.535652,275.6243341272796,5412.679408872721
India,2022,2.42854,46.48109999999999,1354.2252100000003
Indonesia,2022,6.089,56.126,205.308
Japan,2022,42.47438368131226,351.4875298273376,325.6445373782276
Malaysia,2022,1.6354950506332422,68.45096879244328,77.78369724057391
South Korea,2022,8.264394537830515,174.44952301796874,206.21879784985484
Taiwan,2022,4.449497428000001,112.005935719,121.036556825
Thailand,2022,1.7316590000000005,114.636804763,35.522711646999994
Vietnam,2022,0.056,29.217,104.04200000000002
Other Asia Pacific,2022,60.35659521131459,221.57053827616804,157.89169435003893
Total Asia Pacific,2022,143.76074190909063,1500.8681375231972,8129.560767163417
Canada,2023,4.83150091076783,89.85090502237693,23.56901639431511
Mexico,2023,33.405370294373924,204.92447770770949,27.852716808089216
US,2023,17.711460215053766,1937.701610752688,738.4026215053763
Total North America,2023,55.94833142019552,2232.4769934827746,789.8243547077806
Argentina,2023,8.985326135,75.9131814143462,1.830816357
Brazil,2023,9.765793826757964,37.7052,14.169152253762167
Other S. & Cent. America,2023,74.48587283340163,127.6327953897376,37.715396331901005
Total S. & Cent. America,2023,93.2369927951596,241.2511768040838,53.71536494266318
France,2023,1.830788017509772,32.30802383840775,0.8615473023575398
Germany,2023,4.899424107564994,77.73057601126312,127.836405347931
Italy,2023,10.623810257319748,117.50090373879532,20.04285078686307
Netherlands,2023,1.552622660229276,45.87548007311605,10.702592274325273
Poland,2023,1.9621502529027013,16.429744249239167,100.23571238911587
Spain,2023,10.718752646671508,61.68820818951564,4.3473833108594535
Turkey,2023,0.7047809700000002,69.68589402943245,118.29161516000002
Ukraine,2023,0.8514177028906197,8.081682246378522,21.63864016047619
United Kingdom,2023,2.3609,97.9127,3.4914
Other Europe,2023,17.80118011878067,109.71407563278902,122.43029473891004
Total Europe,2023,53.305826733869296,636.927288008937,529.8784414708385
Kazakhstan,2023,2.401987302356328,32.27441190809519,63.89737159355975
Russian Federation,2023,6.819613483212186,528.4306243031407,211.1383001552052
Other CIS,2023,2.148754573684451,161.59562762921362,9.07494067813428
Total CIS,2023,11.370355359252963,722.3006638404496,284.11061242689925
Iran,2023,26.92062489495375,323.6223981919868,0.9205102078389832
Saudi Arabia,2023,152.05153008165215,265.0445977524436,0.0
United Arab Emirates,2023,0.00277,118.9306909405125,0.0
Other Middle East,2023,129.89572922736144,320.52228570952684,17.441738497652583
Total Middle East,2023,308.8706542039673,1028.1199725944698,18.362248705491567
Egypt,2023,16.62256045607454,178.7172677498183,0.0
South Africa,2023,4.767,0.0,185.9182478177728
Other Africa,2023,40.79472309567052,204.72565092750173,38.79867778632346
Total Africa,2023,62.18428355174508,383.44291867732,224.71692560409625
Australia,2023,4.863007,46.669616000000005,125.609851
China,2023,11.154012459595478,297.8,5753.881608617807
India,2023,2.8448726096359844,52.60731124537025,1471.284813296441
Indonesia,2023,6.558,61.006,216.777
Japan,2023,33.402887369512264,320.85264325333753,304.28423281422755
Malaysia,2023,1.186695050633242,69.22969840999691,81.3984327292544
South Korea,2023,7.718935173481314,166.97699381047505,202.8330136632343
Taiwan,2023,3.775478636,111.629598904,119.167953873
Thailand,2023,0.887924,129.40201379899,30.432752665
Vietnam,2023,1.267,26.315,129.577
Other Asia Pacific,2023,39.4975422406999,219.31654036722375,177.19335489904302
Total Asia Pacific,2023,113.1563545395582,1501.805415789394,8612.440013558007
